crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Wheat,Clayey,32,144,33.72,30.77,5.19,4.41,21.24,1.5,40.71,22.84,34.14,2.247,0.906,70.65,1.154,90.48,6,0.55,0,0
Maize,Loamy,108,251,32.14,94.2,3.64,1.99,25.64,4.46,38.02,16.16,23.51,3.296,0.622,63,1.191,147.26,10,0.542,1,1016.6389
Tomato,Silty,73,284,15.47,69.78,11.09,9.54,8.93,4.15,25.19,12.76,19.19,2,0.91,66.54,0.852,177.68,10,0.434,1,346.6356
Wheat,Clayey,27,179,29.5,57.48,1.87,0.91,22.64,3.8,36.65,18.28,29.65,2.591,0.866,65.82,0.931,110.51,7,0.598,0,0
Wheat,Silty,110,80,25.04,36.28,3.84,2.9,6.71,3.6,32.48,17.31,17.31,2.239,0.45,63.25,0.551,172.86,5,0.322,1,454.5836
Rice,Clayey,52,57,25.5,75.44,2.19,2.16,5.2,4.13,42.11,19.32,24.63,2.628,1.176,74.73,0.481,80.31,5,0.551,1,523.6095
Tomato,Clayey,97,308,33.82,48.38,0.22,0.14,5.82,4.38,41.06,21.64,31.49,2.553,0.723,69.35,0.875,146.29,5,0.48,1,463.4993
Tomato,Loamy,63,174,27.59,94.24,0.14,0.09,20.79,4.19,38.2,19.71,27.54,2.344,0.988,74.83,0.503,133.07,9,0.576,1,311.6842
Maize,Sandy,74,238,35.37,91.79,0.39,0.35,29.33,1.05,27.43,11.59,25.15,3.775,0.996,62.38,0.656,116.91,1,0.318,0,0
Tomato,Sandy,63,166,31.39,77.79,1.05,0.77,24.28,3.75,25.11,13.65,19.13,3.189,0.988,77.67,0.743,121.75,4,0.439,1,243.3886
Maize,Clayey,17,84,27.72,93.12,0.9,0.84,11.36,4.29,36.23,19.07,35.44,2.016,0.637,78.95,1.139,140.07,8,0.568,0,0
Tomato,Loamy,113,48,32.35,36.87,3.91,2.11,6.79,1.34,33.44,18.74,29.47,2,0.63,67.64,1.18,135.8,4,0.565,0,0
Rice,Silty,49,127,15.88,48.19,3.78,3.22,20.42,1.46,25.66,14.07,22.52,2,1.152,77.07,0.522,130.82,5,0.383,0,0
Tomato,Silty,100,169,15.62,46.46,10.66,10.18,5.08,4.04,28.19,14.91,23.97,2,0.7,69.13,0.419,178.3,4,0.454,0,0
Maize,Clayey,81,354,16.92,34.68,1.11,0.76,24.81,2.05,39.64,23,32.5,2.474,0.919,64.7,0.502,156.86,8,0.474,1,218.2414
Maize,Sandy,82,349,25.06,93.19,8.36,6.62,11.08,2.3,26.26,14.32,25.17,2.708,0.908,80.42,0.767,97.85,5,0.582,0,0
Rice,Loamy,116,67,20.42,33.9,2.85,2.09,12.48,2.2,31.81,17.16,29.1,2.032,0.63,85.06,1.005,171.74,6,0.501,1,22.6832
Tomato,Sandy,23,330,37.64,85.68,2.05,1.56,13.6,1.46,24,8.79,18.84,2.301,0.783,64.61,0.77,129.24,9,0.58,1,31.9844
Tomato,Silty,98,340,27.47,79.93,3.31,2.62,24.09,4.72,26.65,14.02,19.13,2.23,0.716,86.64,1.14,81.4,8,0.333,1,375.7903
Rice,Sandy,72,194,30.24,54.43,3.64,1.98,11.64,4.13,27.35,9.05,15.01,2.562,1.045,77.96,0.874,158.6,3,0.466,1,568.9277
Tomato,Silty,13,155,21.41,31.22,0.57,0.32,12.11,1.63,27.65,16.06,21.59,2.919,0.573,83.19,0.735,115.28,10,0.357,1,227.6322
Tomato,Loamy,23,160,22.4,30.4,4.18,2.52,18.52,0.98,35.97,15.52,30.01,2,0.783,80.8,0.993,179.89,1,0.363,0,0
Maize,Loamy,57,184,22.72,43.26,3.87,1.98,16.58,2.18,39.44,15.74,34.96,2,1.124,86.5,1.158,134.38,6,0.389,0,0
Tomato,Clayey,62,266,31.07,62.1,18.01,16.45,28.89,2.37,35.61,20.13,25.03,3.259,0.996,61.79,0.6,107.04,10,0.312,1,383.0141
Tomato,Clayey,54,168,25.9,59.76,7.29,4.26,11.58,0.53,35.26,18.22,25.4,2,1.042,89.61,0.548,155.2,2,0.392,1,253.9547
Rice,Sandy,20,145,26.91,68.04,3.46,2.58,7.3,4.49,25.79,14.25,19.88,2,0.848,86.4,0.492,107.81,6,0.547,0,0
Rice,Loamy,86,186,28.62,80.18,3.74,1.78,18.52,4.33,34.03,16.51,26.18,2,0.918,61.3,0.782,82.47,8,0.533,0,0
Wheat,Loamy,111,353,32.68,54.53,8.76,6.37,9.61,4.33,39.15,15.31,24.28,2,0.45,67.57,0.721,89.64,1,0.329,1,628.0983
Maize,Clayey,52,262,17.08,40.42,10.25,7.34,15.34,4.13,39.73,19.77,31.75,2,1.082,76.06,0.522,145.72,4,0.4,0,0
Tomato,Silty,23,274,32.87,82,5.26,3.68,9.68,3.8,28.82,14.46,27.6,2.318,0.783,85.69,0.949,101.41,8,0.583,0,0
Tomato,Sandy,105,328,27.95,51.62,4.38,3.29,27.02,3.36,25.45,11.17,22.38,2.73,0.63,69.37,0.568,103.78,10,0.356,0,0
Wheat,Sandy,35,345,30.39,48.65,0.35,0.16,13.19,4.82,29.88,8.18,25.47,3.256,0.93,61.49,0.981,94.89,1,0.453,0,0
Tomato,Clayey,67,223,22.53,79.68,5.32,5.27,24.37,3.7,42.58,18.36,34.52,2,0.957,83.4,1.055,105.64,6,0.494,1,60.4764
Maize,Loamy,34,42,24.42,90.72,0.88,0.83,28.72,3.34,34.31,16.01,29.7,2.676,0.929,73.02,1.08,155.99,2,0.356,0,0
Wheat,Clayey,33,4,20.32,89.47,2.49,1.29,28.51,4.05,44.45,23.06,43.42,2.661,0.914,82.83,0.432,131.37,2,0.4,1,5.0693
Maize,Clayey,46,276,37.52,38.93,1.56,1.23,18.12,1.61,39.63,24.67,25.44,2.672,1.031,69.77,0.575,101.6,2,0.575,1,468.8903
Wheat,Clayey,81,284,26.43,62.71,1.27,1.03,29.58,4.85,42.21,24.66,26.4,2.784,0.709,84.56,0.772,104.76,5,0.488,0,0
Wheat,Clayey,45,193,37.91,36.04,1.11,0.52,21.4,0.59,42.05,18.54,26.98,2.786,1.01,70.83,1.061,117.82,3,0.587,1,887.9106
Rice,Silty,19,104,26.27,92.46,5.8,2.64,8.21,3.42,31.16,17.88,25.45,2.243,0.826,74.29,0.661,179.63,3,0.418,1,210.3674
Maize,Silty,94,247,20.05,43.99,4.4,3.1,27.21,0.85,27.14,16.76,26.07,2.071,0.776,88.12,0.894,97.39,7,0.338,0,0
Tomato,Loamy,87,300,26.67,42.83,2.22,2.06,16.72,4.34,31.85,17.26,26.97,2.059,0.801,64.44,0.709,160.29,3,0.363,0,0
Tomato,Clayey,15,23,15.91,87.78,3.28,1.37,8.82,4.85,35.85,20.38,28.72,2,0.615,77.47,0.327,166.57,4,0.467,0,0
Maize,Silty,78,303,35.81,92.91,12.51,7.22,24.79,2.34,32.76,12.27,20.86,2.567,0.952,84.42,0.585,175.53,7,0.566,1,383.7722
Tomato,Loamy,66,13,33.83,75.35,1.52,1.42,20.61,4.36,33.2,18.15,29.83,2.91,0.964,80.74,0.981,140.48,2,0.364,0,0
Tomato,Clayey,39,144,31.69,37.87,2.4,1.43,27.05,2.01,44.49,19.72,38.9,2.468,0.93,72.8,0.957,90.01,3,0.489,0,0
Maize,Sandy,113,218,29.03,61.58,2.29,1.13,25.68,1.22,21.73,9.43,15.45,2.667,0.54,84.08,1.095,82.32,8,0.377,1,332.5684
Wheat,Silty,18,183,28.34,83.08,8.25,5.1,13,1.74,27.37,15.83,27.37,2.729,0.754,74.38,0.834,124.29,10,0.396,0,0
Maize,Loamy,70,351,37.92,67.21,1.3,1.23,11.41,1.86,39.99,17.62,25.88,2.088,1.04,79.32,0.99,115.07,8,0.362,1,699.8269
Wheat,Sandy,59,242,21.39,38.62,12.86,7.46,23.35,3.34,22.71,13.23,15.66,2,0.951,70.07,0.674,166.23,3,0.587,1,253.4545
Tomato,Clayey,32,193,32.93,41.17,1.09,0.69,19.33,4.08,36.58,18.21,29.55,3.288,0.878,61.72,0.615,139.7,7,0.525,0,0
Tomato,Clayey,21,272,28.37,86.17,0.35,0.19,6.75,1.42,41.05,19.47,22.35,2.249,0.741,66.14,0.606,164.32,3,0.519,1,596.4695
Tomato,Clayey,40,165,37.45,64.26,0.64,0.35,9.54,0.9,38.99,19.62,33.94,2.449,0.938,74.02,0.443,137.05,5,0.587,0,0
Rice,Silty,92,180,34.04,75.88,1.67,1.06,8.78,1.5,34.18,14.03,21.16,2,0.864,86.82,0.694,102.74,3,0.507,1,437.3231
Wheat,Loamy,27,117,37.97,54.25,3.15,1.64,19.74,1.83,34.49,16.17,26.05,3.638,0.866,63.95,1.03,99.96,5,0.344,1,515.8863
Rice,Sandy,2,266,28.53,64.61,2.18,1.68,7.14,1.76,20.85,11.59,20.58,2.173,0.445,69.5,0.311,119.53,2,0.535,0,0
Rice,Loamy,97,38,19.7,93.51,1.42,0.83,10.19,1.49,38.69,16.76,25.29,2,0.818,69.9,0.817,82.93,10,0.574,1,587.4281
Maize,Silty,80,44,26.58,51.43,2.48,1.91,18.63,2.6,32.81,12.2,19.27,2,0.93,83.35,0.456,129.73,3,0.399,1,288.2889
Rice,Loamy,39,351,31.36,73.86,5.48,4.23,8.33,4.35,32.36,15.66,16.48,2.206,1.072,76.31,0.97,107.26,9,0.522,1,809.4215
Maize,Silty,86,74,32.81,41.21,5.48,5.14,11.21,0.95,29.03,17.37,28.43,2.807,0.864,72.48,0.426,84.57,1,0.471,0,0
Maize,Clayey,56,226,15.01,37.91,3.89,2.88,27.67,4.38,38.74,22.22,33.23,2.122,1.116,61.88,0.448,127.46,4,0.307,1,166.6758
Rice,Sandy,107,307,26.62,80.94,9.14,8.27,22.43,2.74,28.98,10.52,17.12,2,0.727,89.11,0.338,144.1,2,0.351,0,0
Wheat,Clayey,111,308,20.41,84.87,2.68,2.22,12.67,3.47,38.66,18.62,38.66,2,0.45,84.21,0.698,90.07,2,0.43,0,0
Wheat,Loamy,13,348,35.12,73.44,0.02,0.01,26.93,4.17,33.49,18.73,24.25,2.978,0.614,61.69,0.883,140.86,9,0.558,1,544.832
Wheat,Clayey,56,315,18.52,40.28,1.03,0.48,11.26,1.87,43.45,23.06,27.29,2,0.984,61.39,0.56,174.29,5,0.439,1,659.1801
Wheat,Sandy,66,13,30.33,45.64,1.19,1.11,19.73,4.79,20.07,8.82,12.64,2.227,0.874,67.58,0.337,117.65,8,0.43,1,144.374
Wheat,Clayey,78,12,21.12,89.23,2.38,1.03,14.21,0.88,42.31,24.6,42.31,3.269,0.742,61.53,1.139,178.17,5,0.465,0,0
Rice,Sandy,56,50,23.2,48.77,7.06,3.87,23.8,2.87,26.95,9.58,22.41,3.181,1.191,82.23,1.074,158.19,5,0.321,0,0
Rice,Sandy,102,313,36.63,83.23,5.46,4.38,14.29,1.65,21.08,14.14,16.37,3.366,0.773,66.15,0.717,80.96,7,0.481,1,175.6092
Tomato,Clayey,105,249,20.53,48.59,0.79,0.62,11.22,2.34,35.99,19.06,33.66,2.008,0.63,86.44,1.041,174.52,1,0.497,0,0
Wheat,Silty,28,119,17.19,91.07,2.2,2.06,20.19,2.52,30.97,13.14,29.87,2,0.874,78.31,1.021,131,7,0.5,0,0
Rice,Loamy,64,57,16.59,89.44,3.23,1.8,23.63,4.62,32.28,15.71,18.8,2.794,1.118,74.57,0.805,140.06,4,0.544,1,523.859
Tomato,Silty,71,182,26.61,32.81,13.15,7.34,18.41,2.49,34.44,12.75,16.18,2.634,0.926,63.36,0.774,140.92,6,0.435,1,872.4502
Wheat,Silty,82,264,29.76,80.08,0.1,0.06,22.91,3.64,34.31,13.96,25.86,3.07,0.698,63.92,0.886,119.12,2,0.428,1,417.4356
Maize,Clayey,64,106,22.53,41.02,1.87,1.86,15.55,4.78,43.22,24.65,32.1,3.144,1.106,63.64,0.95,124.41,2,0.381,1,664.344
Tomato,Loamy,56,191,30.88,43.99,13.3,5.86,24.89,2.73,35.19,18.85,23.7,2,1.042,66.35,1.039,131.87,8,0.521,1,783.8641
Rice,Loamy,41,137,16.4,59.89,11.34,6.92,19.63,2.34,32.66,16.91,24.99,2,1.088,63.12,0.817,176.56,9,0.598,0,0
Maize,Silty,119,188,34.72,67.46,1.2,0.56,9.91,4.88,30.53,17.1,25.56,2.656,0.54,69.63,0.972,101.85,8,0.345,1,290.4241
Maize,Clayey,100,120,33.78,51.18,0,0,27.27,4.22,41.21,18.15,22.22,3.777,0.71,84.36,0.467,171.46,10,0.355,1,448.1694
Maize,Loamy,41,242,37.67,67.4,2.65,1.46,25.92,4.73,33.05,19.32,24.84,3.232,0.988,64.4,0.972,177.59,5,0.504,1,468.9899
Tomato,Silty,100,319,36.54,41.09,6.05,2.6,29.1,2.29,27.4,14.21,26.3,3.435,0.7,68.98,0.352,122.49,1,0.421,0,0
Rice,Loamy,108,72,23.19,31.45,1.18,0.82,19.23,3.63,33.9,15.77,18.56,2.275,0.718,73.49,0.893,104.72,3,0.4,1,813.0979
Maize,Clayey,4,243,24.18,67.13,8.17,6.4,21.89,1.62,38.5,23.72,38.26,2.324,0.379,78.42,0.941,126.18,2,0.444,0,0
Wheat,Clayey,57,131,32.16,63.63,1.21,1.09,26.59,4.4,43.49,22.07,22.07,3.491,0.973,67.12,1.171,90.16,4,0.534,1,1520.7422
Maize,Clayey,30,269,18.08,74.83,2.83,1.15,6.31,4.7,41.79,21.74,27.06,2,0.895,78.42,0.68,162.14,9,0.511,1,514.6173
Maize,Loamy,88,52,22.22,72.24,3.84,3.28,27.81,1.71,30.44,18.48,26.75,2.493,0.842,65.52,0.403,111.47,9,0.534,0,0
Tomato,Sandy,84,62,17.73,88.34,1.27,0.62,11.78,0.97,29.97,9.59,15.14,2,0.824,78.82,0.601,110.42,9,0.474,1,416.0269
Tomato,Loamy,46,119,25.46,59.87,1.3,1.12,6.43,1.4,39.82,19.99,26.78,2,0.982,83.66,0.677,147.34,9,0.533,1,448.4684
Rice,Sandy,56,365,27.7,30.54,1.9,0.94,10.94,3.35,21.42,14.48,15.78,2,1.191,60.69,0.993,136.13,3,0.479,1,406.8799
Wheat,Clayey,31,264,19.86,70.99,5.41,3.14,19.66,1.72,41.76,21.26,28.43,2,0.898,88.08,0.468,138.58,3,0.572,1,285.1903
Tomato,Silty,88,239,15.61,73.88,0.32,0.14,6.2,3.37,28.45,15.78,20.14,2.15,0.793,81.38,0.453,128.45,7,0.38,1,186.8485
Maize,Sandy,7,351,31.55,63.9,2.99,1.87,5.02,2.08,28.43,8.24,21.34,2.358,0.439,88.5,0.498,125.07,8,0.59,0,0
Rice,Clayey,90,255,15.46,74.8,3.39,1.86,20.98,4.63,40.35,22.55,29.46,3.052,0.882,67.94,0.508,111.57,6,0.589,1,341.5765
Maize,Clayey,77,173,37.39,51.03,2.45,1.16,16.33,2.54,35.26,24.22,33.96,3.756,0.963,88.15,1.131,108.28,2,0.533,0,0
Maize,Sandy,54,309,20.1,39.67,8.24,4.73,26.11,2.74,29.52,12.29,20.77,2.381,1.099,73.61,0.444,179.39,10,0.549,0,0
Tomato,Silty,8,237,30.27,73.2,2.76,1.12,11.44,2.07,26.17,17.59,17.76,2.237,0.468,64.55,0.672,120.29,10,0.58,0,0
Rice,Clayey,55,319,25,45.94,3.02,2.8,12.02,0.83,43.05,18.2,36.26,2.124,1.2,82.12,0.663,130.7,5,0.468,1,36.7733
Wheat,Sandy,69,95,16.37,59.66,2.75,1.84,6.94,2.72,25.79,8.8,12.48,2,0.841,80.84,0.415,119.71,8,0.358,1,235.0374
Wheat,Silty,44,337,25.86,61.96,3.84,2.56,18.46,3.98,26.41,13.16,16.5,2.646,1.002,87.65,0.398,152.63,7,0.407,1,164.7418
Tomato,Silty,13,57,26.89,61.02,0.44,0.35,14.15,4.79,28.96,17.26,20.43,2.872,0.573,69.12,1.119,97.38,7,0.55,1,553.3095
Tomato,Clayey,93,67,34.66,68.9,6.74,3.37,13.49,0.84,35.31,22.82,26.97,2.384,0.754,78.88,1.053,85.2,7,0.428,1,495.6127
Rice,Loamy,20,46,31.84,31.91,0.13,0.12,16.44,4.09,39.65,18.21,24.64,2.165,0.848,88.8,1.14,177.4,7,0.365,1,869.4363
Wheat,Loamy,78,94,16.82,94.33,3.07,1.4,26.24,1.7,38.16,19.51,29.83,2,0.742,86.17,0.585,133.56,4,0.447,0,0
Wheat,Clayey,32,138,19.81,76.56,2.87,1.86,7.63,4.2,42.15,22.62,33.35,2,0.906,84.67,0.774,135.06,3,0.318,1,363.9248
Wheat,Silty,60,93,22.17,57.65,0.7,0.59,18.09,2.04,25.18,15.11,19.84,2,0.94,86.36,0.53,126.69,3,0.517,0,0
Maize,Clayey,50,232,17.68,42.44,0.12,0.08,9.91,1.01,39.69,21.66,25.58,2,1.065,85.33,0.653,84.99,10,0.469,1,371.4288
Wheat,Sandy,27,49,25.51,35.21,0.45,0.28,10.31,3.25,24.32,14.35,24.32,2.316,0.866,71.37,1.015,147.67,7,0.426,0,0
Maize,Loamy,120,23,37.64,73.69,0.95,0.73,11.42,4.52,38.89,15.63,23.78,3.159,0.54,60.47,0.729,136.59,1,0.461,1,694.7076
Rice,Sandy,25,62,26.84,50.6,6.41,5.84,16.49,1.32,25.33,14.72,21.36,2,0.96,89.63,0.399,94.26,2,0.566,0,0
Maize,Clayey,52,267,32.06,44.92,5.81,4.71,17.36,0.6,40.99,23.61,23.61,2.099,1.082,83.25,0.303,132.35,9,0.397,1,260.6541
Rice,Clayey,68,329,30.71,54.7,0.2,0.1,26.79,4.48,38.73,20.64,30.29,3.11,1.082,66.78,0.513,103.36,3,0.507,0,0
Wheat,Silty,21,118,34.55,68.54,1.02,0.79,27.3,3.64,28.26,12.13,22.55,3.208,0.818,82.44,0.465,144.01,9,0.442,0,0
Wheat,Silty,18,88,19.96,73.66,6.6,6.48,19.67,4.14,34.25,14.1,15.84,2.776,0.754,70.94,1.015,146.79,4,0.385,1,1072.0311
Rice,Silty,39,89,32.34,71.94,0.81,0.58,12.04,0.77,28.67,16.56,19.16,2.308,1.072,67.4,0.9,109.66,7,0.424,1,515.6571
Tomato,Sandy,15,55,35.27,86.11,16.54,9.99,25.46,4.51,25.27,10.53,14.6,3.057,0.615,76.98,1.054,89.41,4,0.379,1,529.0861
Rice,Silty,53,153,18.94,44.22,0.89,0.69,24.82,2.39,33.84,16.95,20.81,2,1.184,60.32,0.677,159.79,3,0.367,1,665.2231
Tomato,Clayey,38,239,22.98,71.39,4.03,1.77,24.95,4.54,44.77,22.49,42.16,2.8,0.922,89.29,0.825,143.65,4,0.486,1,15.8708
Maize,Silty,48,265,37.31,36.57,1.62,1.38,5.41,0.79,31.9,13.95,21.25,2.062,1.048,88.29,0.676,140.42,4,0.553,1,343.2635
Maize,Loamy,52,268,32.96,65.62,0.44,0.26,23.85,4.48,31,15.53,21.77,2.904,1.082,83.7,0.499,139.8,6,0.371,1,220.0641
Maize,Silty,88,113,21.5,67.96,0.88,0.39,26.32,3.53,31.46,12.68,25.57,2.784,0.842,61.6,0.868,151.92,3,0.559,0,0
Wheat,Sandy,72,166,27.97,44.06,3.37,2.76,20.13,2.99,29.07,12.93,21.15,2.108,0.808,62.25,0.65,102.84,8,0.508,0,0
Maize,Loamy,28,156,24.3,55.46,1.23,0.61,23.78,0.78,32.26,16.4,23.11,2,0.855,79.45,0.524,120.68,1,0.498,1,245.0237
Tomato,Loamy,85,8,26.27,83.77,2.78,1.34,24.4,3.6,37.1,19.12,20.36,2.62,0.817,83.99,1.145,102.15,7,0.406,1,937.7506
Maize,Loamy,16,202,23.17,39.65,0.69,0.39,17.66,3.19,38.39,18.01,19.58,2,0.617,61.62,0.397,87.11,9,0.568,1,491.9979
Rice,Sandy,118,217,21.42,58.24,1.79,1.04,25.34,3.77,21.55,13.73,14.53,2.594,0.63,76.91,0.999,170.67,7,0.58,1,328.7677
Rice,Clayey,16,292,30.52,90.63,2.15,1.45,24.81,3.73,42.92,23.85,32.91,2.77,0.758,80.97,0.795,84.66,8,0.492,1,362.2461
Wheat,Silty,35,50,32.91,62.77,1.6,1.42,27.9,2.5,26.58,16.11,26.04,2.425,0.93,64.91,0.987,84.61,7,0.413,0,0
Rice,Loamy,17,107,35.1,77.13,0.66,0.63,28.03,1.42,39.6,16.28,27.69,2.709,0.781,65.27,0.381,112.2,1,0.397,1,256.2783
Tomato,Loamy,73,9,18.57,83.75,1.86,0.77,18.24,4.64,37.17,16.29,22.11,2.364,0.91,87.94,0.651,111.88,4,0.575,1,393.8792
Maize,Loamy,99,233,33.93,43.25,3.54,2.08,5.79,4.67,33.07,17.43,25.38,2,0.721,72.03,1.016,83.97,10,0.546,0,0
Wheat,Clayey,52,188,20.86,44.18,10.05,7.42,5.48,1.45,43.95,18.27,39.14,2,1.028,68.24,1.034,156.74,8,0.392,0,0
Maize,Clayey,93,323,24.83,79.31,4.68,2.99,28.47,3.34,44.9,23.4,31.38,2.984,0.787,61.37,1.01,91.74,6,0.301,1,847.6638
Maize,Sandy,103,309,35.73,78.96,0.53,0.48,13.43,1.41,23.6,10.48,20.65,2.954,0.677,61.11,0.97,88.84,7,0.532,0,0
Tomato,Clayey,82,338,25.45,33.91,0.96,0.44,14.44,4.38,39.83,24.13,24.13,2,0.84,67.75,0.639,88.73,10,0.494,1,689.1396
Rice,Silty,12,110,19.53,50.96,0.25,0.21,16.75,0.94,25.18,15.29,23.5,2.029,0.669,78.6,0.945,144.43,5,0.349,0,0
Rice,Sandy,83,145,18.68,55.9,0.44,0.33,11.64,4.96,20.56,8.81,15.23,2.415,0.945,78.15,0.398,96.92,2,0.355,1,117.7504
Maize,Sandy,48,228,25.88,83.89,0.87,0.58,19.76,3.25,26.91,9.64,22.37,2.089,1.048,66.76,0.446,137.84,9,0.363,0,0
Wheat,Silty,22,309,32.54,57.42,0.67,0.51,24.62,0.6,25.42,12.99,17.55,2.722,0.826,82.28,0.786,100.09,5,0.344,1,314.9047
Rice,Silty,120,114,37.94,90.19,0.72,0.71,11.43,4.47,27.09,16.62,20.22,2.957,0.63,73.84,0.795,163.65,3,0.349,1,308.9925
Wheat,Silty,49,63,33.11,94.78,0.79,0.35,23.58,3.58,31.25,16.41,23.2,3.118,1.042,83.98,0.725,98.71,5,0.32,1,293.0951
Rice,Sandy,52,275,35.17,80.75,1.07,0.63,21.8,3.64,23.7,8.79,14,2.801,1.176,87.73,0.961,122.98,9,0.333,1,429.2961
Wheat,Sandy,79,124,32.2,73.32,0.4,0.3,18.14,1.74,28.05,8.98,23.21,2.129,0.731,67.12,0.807,135.24,9,0.551,0,0
Tomato,Sandy,1,86,35.6,55.47,0.98,0.77,13.14,2.02,23.83,9.84,13.37,2.92,0.321,73.45,0.359,168.02,8,0.346,0,0
Wheat,Silty,66,70,16.75,34.36,3.5,1.6,26.82,4.61,27.97,15.61,17.16,3.486,0.874,61.6,1.098,101.51,5,0.328,1,835.5484
Tomato,Silty,64,47,36.39,67.25,0.81,0.41,15.07,3.36,26.64,14.68,19.98,2.637,0.98,82.88,0.865,142.05,2,0.41,1,283.6722
Tomato,Loamy,8,199,24.12,53.51,0.57,0.26,14.37,0.58,36.39,19.34,23.48,2,0.468,69.68,1.106,83.12,7,0.364,1,790.3539
Wheat,Clayey,86,364,36.2,52.81,0.21,0.16,21.03,1.97,38.71,20.23,34.27,2.394,0.654,79.54,0.687,157.53,3,0.486,1,24.9232
Tomato,Loamy,25,201,16.74,74.7,2.08,1.94,28.01,3.19,33.68,17.5,29.63,2.112,0.825,71.43,0.302,132.71,10,0.598,0,0
Maize,Silty,66,276,31.45,60.14,5.54,5.35,17.7,1.17,28.13,13.5,22.61,2,1.084,64.28,0.986,174.51,7,0.345,1,357.6
Tomato,Sandy,115,37,31.92,78.89,0.18,0.11,23.07,0.94,23.75,13.44,19.83,3.983,0.63,60.21,0.809,157.54,9,0.399,1,219.9842
Rice,Silty,73,203,37.93,55.88,2.34,1.33,16.42,0.77,27.53,17.07,23.61,2,1.036,79.21,0.318,120.08,10,0.535,0,0
Wheat,Clayey,73,130,32.68,39.81,3.15,1.33,10.47,3.34,37.85,22.22,30.41,2.1,0.797,88.03,0.815,121.58,8,0.337,1,290.964
Maize,Loamy,77,292,23.8,59.99,2.69,1.75,8.1,1.94,39.71,19.76,33.92,2,0.963,87.11,1.138,80.65,4,0.48,0,0
Wheat,Loamy,70,64,27.82,91.82,6.3,2.56,8.41,2.18,34.35,15.34,24.34,2,0.83,88.22,0.488,163.81,6,0.571,0,0
Rice,Sandy,94,263,23.43,82.1,6.04,5.49,5.53,0.77,29.03,8.89,17.89,2.182,0.845,80.64,0.554,160.54,2,0.479,1,318.5607
Rice,Loamy,79,120,19.51,43.37,0.18,0.12,18.82,3.82,39.24,18.66,29.6,2.215,0.982,72.87,0.885,136.86,8,0.598,1,66.3795
Rice,Loamy,51,278,20.72,55.43,1.34,1.32,8.28,3.95,39.34,18.33,32.43,2,1.168,75.79,1.039,117.54,4,0.566,0,0
Tomato,Silty,53,202,20.11,90.31,3.33,1.82,26.64,4.23,34.95,14.8,25.1,2.292,1.035,81.79,0.878,160.49,5,0.377,1,478.1939
Tomato,Loamy,15,46,27.62,38.04,9.14,6.39,29.57,3.43,33.3,16.97,23.93,3.451,0.615,68.96,0.905,141.03,9,0.58,0,0
Wheat,Loamy,50,168,35.84,46.51,4.9,4.35,17.4,3.98,33.5,17,27.77,2.688,1.05,65.75,0.594,98.98,6,0.429,0,0
Wheat,Loamy,71,110,35.99,47.04,0.58,0.31,16.24,3.1,38.85,17.96,38.85,3.197,0.819,62.04,0.309,104.23,10,0.403,0,0
Maize,Sandy,75,46,16.26,67.11,0.98,0.64,13.7,2.71,27.26,10.02,21.76,2,0.985,74.3,1.056,140.57,8,0.487,1,47.6658
Maize,Sandy,104,212,16.84,56.7,4.33,3.98,20.95,1.67,29.9,9.97,23.12,2.456,0.666,62.75,1.196,147.81,7,0.324,0,0
Wheat,Silty,38,28,20.64,35.19,1.91,1.55,20.2,0.74,26.59,16.67,22.85,2,0.954,73.81,1.08,91.33,10,0.311,1,238.9164
Tomato,Loamy,40,87,20.87,70.9,2.38,1.88,13.58,1.81,38.39,16.97,25.48,2.283,0.938,84.38,0.658,163.97,3,0.477,1,426.0465
Rice,Sandy,66,291,17.18,36.44,2.82,2.1,13.58,3.58,25.41,10.9,22.86,2,1.1,64.59,0.617,130.34,7,0.323,1,13.312
Wheat,Sandy,115,157,23.93,69.42,0.33,0.23,21.12,4.67,22.94,13.69,18.56,2.707,0.45,63.62,1.164,99.99,2,0.343,1,305.4442
Maize,Silty,112,265,28.52,62.96,5.81,3.99,18.86,1.65,32.57,14.91,26.18,2.714,0.54,67.36,1.19,136.55,3,0.6,0,0
Tomato,Clayey,39,265,28.3,62.09,5.97,2.77,22.96,3.51,39.56,19.26,23.03,3.057,0.93,62.5,0.851,167.63,2,0.308,1,923.9773
Wheat,Loamy,74,22,27.5,34.39,1.89,1.18,28.53,2.65,36.37,19.62,22.49,2.609,0.786,70.94,0.763,85.51,9,0.508,1,611.5507
Wheat,Sandy,108,256,22.79,71.55,2.96,2.06,24.49,3.32,27.19,11.54,26.3,2.913,0.45,78.27,0.765,102.1,9,0.582,0,0
Tomato,Silty,17,191,31.25,58.04,3.24,3.17,12.61,0.51,25.39,17.58,18.5,2,0.657,74.16,0.482,136.32,3,0.429,1,168.4106
